Target,C,H,O,N,S,CH2,CH3,OH,NH,SH
3.2614741557317997,4.6620527908899,0.317671817841102,2.3591049381355402,2.81159229188597,-0.287901203297167,2.8403573097739905,1.7701270516154999,1.26025864447809,1.40437067762741,0.31372385424503996
4.20907522403107,5.26262721679541,0.453774996444764,1.8848682054411399,3.20528060709148,-0.278623754093076,3.19711691987965,1.7853725014211599,0.4048664795817561,1.4293999805295199,-0.38434025255162396
2.70378296593665,4.24603386159015,-0.0395679372586244,0.809942759038506,1.6333229075880802,-1.17585532639345,2.09209405027565,1.1528270124182098,0.11717072227918401,0.12979245062797398,-0.515984165648547
1.0718957309327701,2.20871415018973,-0.9701319580571809,-3.62765802046141,-2.28517773061321,-3.43941225199336,0.167962675074762,-0.0978620684835789,-2.67259450222002,-2.77687900157161,-2.24080181405122
2.83307350252838,3.49343474028592,-0.00251133866456144,1.66367911113394,1.65209563318604,-0.41771773599606393,1.8192686338725799,0.7254012071135492,0.8784751735773849,1.24632505532554,0.134016201643249
1.02427404043013,2.07157544228994,-0.284749308658292,1.42002647523606,0.706436369184303,-1.5571151141957098,1.5679842932723302,1.5019309719137701,1.44395398927816,-0.0228507595720657,-0.27536301395127805
2.5601927110329,4.374206826690171,0.30904295194253,-0.754873584859695,0.8619984084871251,-1.6601708833931599,1.8305235343733002,0.650992630415288,-1.3480450178186598,-0.6919233136713959,-0.9331127751510172
2.59165192792537,4.09072638488306,-0.0906133640591804,0.8511700464330829,1.61039894938403,-1.19860962159868,2.05493595317154,1.16014048000952,0.142900718373198,0.101309206626865,-0.5138433100572679
0.827244845433626,1.9803351279906598,-1.0030774607575699,-3.69189090026174,-2.4394476373127003,-3.44786968609327,0.0160164845756867,-0.19202515758289002,-2.73405318141988,-2.91650265307089,-2.15477588115107
1.9277250466312,2.6573981688898103,-0.158906046263809,1.52607345593771,1.2242190712841001,-1.13261630129995,1.88369172126755,1.23532594181606,0.7205722749757801,0.4577260894284339,-0.561759427756328
0.743697461332005,1.5330663732902399,-0.339308813657198,-0.477115833164305,-0.7429325494140359,-2.25938963829316,0.9359454801734158,0.721216504414855,-0.00831729551930493,-1.2625039917738798,-1.37273880445252
2.0185584146366,2.86010923689628,-0.374933413156185,1.06957936183954,0.779634855787663,-0.7882024959907878,1.2550811344763702,0.43404497441960604,0.7672965340797192,0.665082548933242,-1.04914715004895
2.61635170113189,3.6750556252891298,-0.210303724458726,1.7849152141387201,2.05192542168697,-0.876991744993518,2.23026828737335,1.2554571957153702,0.786324502380808,0.860379739328891,-0.366033113749722
5.42343329803228,6.3928738147924395,0.49265761504014394,3.47155352234023,4.4747369714878,0.877214606203836,3.24811595137641,1.2060837724203302,1.83101320328285,3.2972944051280098,0.9834764207490709
3.28680360023102,4.803080821890941,0.300746201040084,2.46588104783569,2.9195991724864103,-0.20492076849399202,2.88049396487173,1.8271456492148799,1.37736922958072,1.4827855864268702,0.36787382774593896
1.7563013556300902,2.5590516016900398,-0.28972803945632103,1.3591488951422501,1.05757505988913,-1.32793036278957,1.6891044758768303,1.1402923606184199,0.658897945578133,0.27995915282645,-0.650183227752564
6.1219613587364,7.1491291937900305,0.899425081946021,3.83885944854029,5.0905217446907,1.2604857235056102,3.7347737282753397,1.4302902010168501,1.91907481978421,3.7012646778302996,1.1131544475512098
0.547467192631331,1.28284150799209,-0.8892865284569499,-3.42584778526196,-2.7186494973138897,-3.2937833201921802,0.146769632975577,-0.0876361664831222,-2.4462944297202998,-2.8738184681706103,-2.15046736665033
0.347731961430355,1.30229492628587,-0.27253888046013197,-0.607385843464897,-0.9976477013133259,-2.3488580832999397,0.7515853612704291,0.916894926413164,0.32095650397684494,-1.51392670227597,-2.56250377385629
4.12953621293676,5.75013997549559,0.329659793046659,2.2513659536378396,3.40967633198852,-0.137749603389182,3.08214351687553,1.5886676662194898,0.6994604588807081,1.59053014933215,-0.00960221704633568
